city,x,y,name,population,timezone,state,state_abbreviation,elevation,latitude,longitude,elevation_m,country_code
"Murrieta, CA",5.185765591,-0.941717932,"Murrieta, CA",109830,America/Los_Angeles,California,CA,334,33.55391,-117.21392,336,US
"Centennial, CO",1.2683496,-0.870944465,"Centennial, CO",109741,America/Denver,Colorado,CO,1777,39.57916,-104.87692,1781,US
"Richmond, CA",3.500316257,-0.818708707,"Richmond, CA",109708,America/Los_Angeles,California,CA,14,37.93576,-122.34775,12,US
"Pueblo, CO",1.526529864,-1.013241026,"Pueblo, CO",109412,America/Denver,Colorado,CO,1430,38.25445,-104.60914,1430,US
"Irving, CT",0.011040691,-0.436703086,"Irving, CT",108802,America/New_York,Connecticut,CT,82,41.55815,-73.0515,84,US
"West Covina, CA",5.186578993,-0.955992167,"West Covina, CA",108484,America/Los_Angeles,California,CA,117,34.06862,-117.93895,120,US
"Enterprise, NV",1.984111216,-0.422154924,"Enterprise, NV",108481,America/Los_Angeles,Nevada,NV,778,36.02525,-115.24194,779,US
"Everett, WA",0.768361791,-0.452442995,"Everett, WA",108010,America/Los_Angeles,Washington,WA,25,47.97898,-122.20208,22,US
"Pompano Beach, FL",1.107359056,1.756271148,"Pompano Beach, FL",107762,America/New_York,Florida,FL,4,26.23786,-80.12477,11,US
"Boulder, CO",1.696875015,-1.168464106,"Boulder, CO",107349,America/Denver,Colorado,CO,1624,40.01499,-105.27055,1630,US
"Norwalk, CA",3.849258755,-1.377353841,"Norwalk, CA",107140,America/Los_Angeles,California,CA,28,33.90224,-118.08173,29,US
"West Palm Beach, FL",0.993863693,1.775648675,"West Palm Beach, FL",106779,America/New_York,Florida,FL,4,26.71534,-80.05337,21,US
"Broken Arrow, OK",-0.049548598,1.277758549,"Broken Arrow, OK",106563,America/Chicago,Oklahoma,OK,230,36.0526,-95.79082,234,US
"Sandy Springs, GA",-0.597065859,2.714681652,"Sandy Springs, GA",105330,America/New_York,Georgia,GA,333,33.92427,-84.37854,333,US
"Burbank, CA",4.861640093,-1.36417259,"Burbank, CA",105319,America/Los_Angeles,California,CA,185,34.18084,-118.30897,192,US
"Green Bay, WI",-1.348618856,-2.476913072,"Green Bay, WI",105207,America/Chicago,Wisconsin,WI,180,44.51916,-88.01983,182,US
"Santa Maria, CA",5.067787076,-1.14275555,"Santa Maria, CA",105093,America/Los_Angeles,California,CA,67,34.95303,-120.43572,68,US
"Lakeland, FL",0.297007574,1.697921668,"Lakeland, FL",104401,America/New_York,Florida,FL,60,28.03947,-81.9498,63,US
"Clovis, CA",4.72840463,-0.684100523,"Clovis, CA",104180,America/Los_Angeles,California,CA,110,36.82523,-119.70292,113,US
"El Cajon, CA",5.070190945,-1.015003967,"El Cajon, CA",103679,America/Los_Angeles,California,CA,133,32.79477,-116.96253,133,US
"San Mateo, CA",5.268445541,-1.431177026,"San Mateo, CA",103536,America/Los_Angeles,California,CA,13,37.56299,-122.32553,13,US
"Brandon, FL",0.618459977,1.24658702,"Brandon, FL",103483,America/New_York,Florida,FL,14,27.9378,-82.28592,20,US
"Rialto, CA",4.789596589,-1.208889629,"Rialto, CA",103132,America/Los_Angeles,California,CA,383,34.1064,-117.37032,386,US
"Davenport, IA",-1.422742559,-1.297763267,"Davenport, IA",102582,America/Chicago,Iowa,IA,180,41.52364,-90.57764,182,US
"Hillsboro, OR",0.507503734,-0.312478278,"Hillsboro, OR",102347,America/Los_Angeles,Oregon,OR,59,45.52289,-122.98983,59,US
"Las Cruces, NM",2.41655783,0.367500659,"Las Cruces, NM",101643,America/Denver,New Mexico,NM,1191,32.31232,-106.77834,1189,US
"South Bend, IN",-1.85778474,-1.786402832,"South Bend, IN",101516,America/Indiana/Indianapolis,Indiana,IN,211,41.68338,-86.25001,213,US
"Greeley, CO",1.16320354,-1.306047499,"Greeley, CO",100883,America/Denver,Colorado,CO,1425,40.42331,-104.70913,1428,US
"Davie, FL",0.889866948,1.936712206,"Davie, FL",100882,America/New_York,Florida,FL,1,26.06287,-80.2331,11,US
"San Angelo, TX",1.463655714,2.742150686,"San Angelo, TX",100450,America/Chicago,Texas,TX,562,31.46377,-100.43704,564,US
"Renton, WA",0.938978314,-0.565876107,"Renton, WA",100242,America/Los_Angeles,Washington,WA,12,47.48288,-122.21707,13,US
"Kenosha, WI",-1.490147704,-2.96272949,"Kenosha, WI",99858,America/Chicago,Wisconsin,WI,184,42.58474,-87.82119,185,US
"Columbia, MD",-0.272244392,-0.158741353,"Columbia, MD",99615,America/New_York,Maryland,MD,124,39.24038,-76.83942,122,US
"Compton, CA",4.425232225,-0.877955051,"Compton, CA",98462,America/Los_Angeles,California,CA,21,33.89585,-118.22007,23,US
"Tuscaloosa, AL",-0.908384653,3.961699079,"Tuscaloosa, AL",98332,America/Chicago,Alabama,AL,68,33.20984,-87.56917,69,US
"Allen, TX",1.050822753,2.042079722,"Allen, TX",98143,America/Chicago,Texas,TX,201,33.10317,-96.67055,205,US
"Mission Viejo, CA",5.378083353,-1.012757095,"Mission Viejo, CA",97156,America/Los_Angeles,California,CA,121,33.60002,-117.672,127,US
"Highlands Ranch, CO",1.534248524,-1.222117203,"Highlands Ranch, CO",96713,America/Denver,Colorado,CO,1732,39.55388,-104.96943,1741,US
"Lawton, OK",0.107121882,0.837155278,"Lawton, OK",96655,America/Chicago,Oklahoma,OK,339,34.60869,-98.39033,342,US
"Beaverton, OR",1.196276771,-0.695514567,"Beaverton, OR",96577,America/Los_Angeles,Oregon,OR,58,45.48706,-122.80371,55,US
"Sparks, NV",2.094230645,-0.285399456,"Sparks, NV",96094,America/Los_Angeles,Nevada,NV,1345,39.53491,-119.75269,1348,US
"Brockton, MA",-0.13230805,-1.823121132,"Brockton, MA",95314,America/New_York,Massachusetts,MA,35,42.08343,-71.01838,37,US
"Roswell, GA",-0.50463966,2.461287439,"Roswell, GA",94501,America/New_York,Georgia,GA,328,34.02316,-84.36159,333,US
"Orem, UT",1.256088717,0.929238356,"Orem, UT",94457,America/Denver,Utah,UT,1455,40.2969,-111.69465,1458,US
"Rio Rancho, NM",2.348399087,-0.049617857,"Rio Rancho, NM",94171,America/Denver,New Mexico,NM,1703,35.26004,-106.70614,1695,US
"Yuma, AZ",2.300916675,-0.52668702,"Yuma, AZ",94139,America/Phoenix,Arizona,AZ,43,32.72532,-114.6244,43,US
"Lawrence, KS",-0.726441985,-0.340557143,"Lawrence, KS",93917,America/Chicago,Kansas,KS,263,38.97167,-95.23525,267,US
"Yakima, WA",1.150155329,-0.754910467,"Yakima, WA",93701,America/Los_Angeles,Washington,WA,326,46.60207,-120.5059,325,US
"Quincy, MA",-0.215697159,-1.949149111,"Quincy, MA",93618,America/New_York,Massachusetts,MA,10,42.25288,-71.00227,17,US
"Hesperia, CA",4.734667721,-1.140424923,"Hesperia, CA",93295,America/Los_Angeles,California,CA,971,34.42639,-117.30088,967,US
"Carson, CA",4.246368815,-1.021532028,"Carson, CA",93281,America/Los_Angeles,California,CA,12,33.83141,-118.28202,16,US
"Boca Raton, FL",1.126194101,1.642408309,"Boca Raton, FL",93235,America/New_York,Florida,FL,4,26.35869,-80.0831,11,US
"Santa Monica, CA",5.369064482,-1.126325627,"Santa Monica, CA",93220,America/Los_Angeles,California,CA,32,34.01945,-118.49119,37,US
"San Marcos, CA",4.993252942,-0.317904519,"San Marcos, CA",92931,America/Los_Angeles,California,CA,177,33.14337,-117.16614,177,US
"Boyle Heights, CA",5.189272741,-1.102013839,"Boyle Heights, CA",92785,America/Los_Angeles,California,CA,103,34.0339,-118.20535,104,US
"Plantation, FL",0.614596087,1.916028722,"Plantation, FL",92560,America/New_York,Florida,FL,1,26.13421,-80.23184,8,US
"Lynn, MA",0.064574725,-1.560233947,"Lynn, MA",92457,America/New_York,Massachusetts,MA,12,42.46676,-70.94949,17,US
"Westminster, CA",3.859847633,-1.166251039,"Westminster, CA",92114,America/Los_Angeles,California,CA,12,33.75918,-118.00673,14,US
"Longmont, CO",1.279604058,-1.358052644,"Longmont, CO",92088,America/Denver,Colorado,CO,1519,40.16721,-105.10193,1520,US
"Santa Barbara, CA",5.353495403,-1.010725684,"Santa Barbara, CA",91842,America/Los_Angeles,California,CA,15,34.42083,-119.69819,16,US
"Redding, CA",4.395015214,-1.03268896,"Redding, CA",91582,America/Los_Angeles,California,CA,172,40.58654,-122.39168,172,US
"Macon, GA",-1.398993354,2.821655822,"Macon, GA",91351,America/New_York,Georgia,GA,112,32.84069,-83.6324,118,US
"Meridian, ID",0.733005037,0.0773992,"Meridian, ID",90739,America/Boise,Idaho,ID,794,43.61211,-116.39151,796,US
"San Leandro, CA",4.887818347,-1.293827921,"San Leandro, CA",90712,America/Los_Angeles,California,CA,15,37.72493,-122.15608,19,US
"Greenville, NC",-1.742397129,2.745791871,"Greenville, NC",90597,America/New_York,North Carolina,NC,18,35.61266,-77.36635,19,US
"Chico, CA",4.639023417,-1.268757385,"Chico, CA",90316,America/Los_Angeles,California,CA,60,39.72849,-121.83748,64,US
"Edmond, OK",0.099548003,1.171637519,"Edmond, OK",90092,America/Chicago,Oklahoma,OK,367,35.65283,-97.4781,372,US
"Nampa, ID",1.284345347,0.001111305,"Nampa, ID",89839,America/Boise,Idaho,ID,767,43.54072,-116.56346,767,US
"Newton, MA",-0.291583277,-1.287765119,"Newton, MA",88817,America/New_York,Massachusetts,MA,30,42.33704,-71.20922,35,US
"Toms River, NJ",-0.326340215,-1.563888816,"Toms River, NJ",88791,America/New_York,New Jersey,NJ,6,39.95373,-74.19792,8,US
"Fall River, MA",-0.001151862,-2.29432768,"Fall River, MA",88777,America/New_York,Massachusetts,MA,33,41.70149,-71.15505,12,US
"Carmel, IN",-0.836076734,-1.890286113,"Carmel, IN",88713,America/Indiana/Indianapolis,Indiana,IN,260,39.97837,-86.11804,262,US
"Asheville, NC",-1.273836559,2.920006558,"Asheville, NC",88512,America/New_York,North Carolina,NC,649,35.60095,-82.55402,650,US
"Waukegan, IL",-2.354152704,-2.73929838,"Waukegan, IL",88475,America/Chicago,Illinois,IL,199,42.36363,-87.84479,199,US
"Deltona, FL",0.946932918,2.008123858,"Deltona, FL",88474,America/New_York,Florida,FL,9,28.90054,-81.26367,13,US
"Hawthorne, CA",4.17578733,-1.01228063,"Hawthorne, CA",88451,America/Los_Angeles,California,CA,22,33.9164,-118.35257,24,US
"Livermore, CA",4.889706768,-1.304628156,"Livermore, CA",88126,America/Los_Angeles,California,CA,150,37.68187,-121.76801,150,US
"Reading, PA",-1.280063523,-1.501409791,"Reading, PA",87879,America/New_York,Pennsylvania,PA,93,40.33565,-75.92687,83,US
"Concord, NC",-0.768817618,1.631342868,"Concord, NC",87696,America/New_York,North Carolina,NC,228,35.40888,-80.58158,209,US
"Indio, CA",5.106032717,-1.148213637,"Indio, CA",87533,America/Los_Angeles,California,CA,-4,33.7207,-116.21677,-3,US
"Sandy, UT",0.899713165,0.865547199,"Sandy, UT",87461,America/Denver,Utah,UT,1361,40.59161,-111.8841,1366,US
"Whittier, CA",4.772851764,-1.268540271,"Whittier, CA",87438,America/Los_Angeles,California,CA,112,33.97918,-118.03284,117,US
"Kirkland, WA",0.834232152,-0.372361577,"Kirkland, WA",87281,America/Los_Angeles,Washington,WA,47,47.68149,-122.20874,52,US
"Menifee, CA",4.561937019,-0.675230521,"Menifee, CA",87174,America/Los_Angeles,California,CA,452,33.72835,-117.14642,452,US
"Newport Beach, CA",5.273705515,-1.093351846,"Newport Beach, CA",87127,America/Los_Angeles,California,CA,3,33.61891,-117.92895,8,US
"Tracy, CA",4.037375149,-1.107767787,"Tracy, CA",87075,America/Los_Angeles,California,CA,16,37.73987,-121.42618,17,US
"Citrus Heights, CA",4.937153051,-1.102761823,"Citrus Heights, CA",87056,America/Los_Angeles,California,CA,50,38.70712,-121.28106,52,US
"Bend, OR",0.611096571,-0.657599992,"Bend, OR",87014,America/Los_Angeles,Oregon,OR,1106,44.05817,-121.31531,1106,US
"Lehigh Acres, FL",0.836481606,1.709934048,"Lehigh Acres, FL",86784,America/New_York,Florida,FL,6,26.62535,-81.6248,13,US
"Germantown, MD",-0.830102541,-0.471008483,"Germantown, MD",86395,America/New_York,Maryland,MD,134,39.17316,-77.27165,137,US
"Champaign, IL",-2.77621126,-2.567229438,"Champaign, IL",86096,America/Chicago,Illinois,IL,225,40.11642,-88.24338,228,US
"Chino, CA",5.093792944,-1.335083428,"Chino, CA",85595,America/Los_Angeles,California,CA,222,34.01223,-117.68894,222,US
"Alhambra, CA",4.764049228,-1.19933665,"Alhambra, CA",85551,America/Los_Angeles,California,CA,150,34.09529,-118.12701,153,US
"Ogden, UT",0.853221804,0.827763262,"Ogden, UT",85444,America/Denver,Utah,UT,1311,41.223,-111.97383,1315,US
"Redwood City, CA",5.158646871,-1.452452948,"Redwood City, CA",85288,America/Los_Angeles,California,CA,6,37.48522,-122.23635,8,US
"Bellingham, WA",0.967822903,-0.923497008,"Bellingham, WA",85146,America/Los_Angeles,Washington,WA,21,48.75955,-122.48822,21,US
"O'Fallon, MO",-2.031257886,-0.490610846,"O'Fallon, MO",85040,America/Chicago,Missouri,MO,165,38.81061,-90.69985,164,US
"Hoover, AL",-0.521871947,2.610559342,"Hoover, AL",84848,America/Chicago,Alabama,AL,176,33.40539,-86.81138,185,US
"Edinburg, TX",0.992428709,2.432352124,"Edinburg, TX",84497,America/Chicago,Texas,TX,30,26.30174,-98.16334,35,US
"Sunrise, FL",1.219280948,1.069835779,"Sunrise, FL",84439,America/New_York,Florida,FL,1,26.13397,-80.1131,8,US
"Santa Fe, NM",2.413269702,0.236509493,"Santa Fe, NM",84099,America/Denver,New Mexico,NM,2132,35.68698,-105.9378,2137,US
"Bloomington, IN",-1.873111985,-1.938191418,"Bloomington, IN",84067,America/Indiana/Indianapolis,Indiana,IN,235,39.16533,-86.52639,243,US
"Cicero, IL",-2.311397528,-2.567950019,"Cicero, IL",83886,America/Chicago,Illinois,IL,184,41.84559,-87.75394,186,US
"Hemet, CA",5.088261883,-0.807184935,"Hemet, CA",83861,America/Los_Angeles,California,CA,486,33.74761,-116.97307,487,US
"Buena Park, CA",5.145551204,-0.913407127,"Buena Park, CA",83270,America/Los_Angeles,California,CA,23,33.86751,-117.99812,24,US
"Fayetteville, AR",-1.200656916,2.713901214,"Fayetteville, AR",82830,America/Chicago,Arkansas,AR,427,36.06258,-94.15743,436,US
"Sioux City, IA",-1.634468224,-1.64130376,"Sioux City, IA",82821,America/Chicago,Iowa,IA,366,42.49999,-96.40031,364,US
"Merced, CA",4.840080555,-1.099185795,"Merced, CA",82436,America/Los_Angeles,California,CA,52,37.30216,-120.48297,56,US
"Bryan, TX",1.144946157,2.029928411,"Bryan, TX",82118,America/Chicago,Texas,TX,114,30.67436,-96.36996,116,US
"Warwick, RI",-0.094251735,-1.325143781,"Warwick, RI",81699,America/New_York,Rhode Island,RI,11,41.7001,-71.41617,-9,US
"Lakewood, CA",3.923806239,-0.920626167,"Lakewood, CA",81611,America/Los_Angeles,California,CA,14,33.85363,-118.13396,20,US
"Mount Pleasant, SC",-1.231706007,1.560661623,"Mount Pleasant, SC",81317,America/New_York,South Carolina,SC,3,32.79407,-79.86259,9,US
"Cranston, RI",-0.079118978,-1.246881526,"Cranston, RI",81073,America/New_York,Rhode Island,RI,19,41.77982,-71.43728,-1,US
"Largo, FL",1.094683474,1.771882734,"Largo, FL",81000,America/New_York,Florida,FL,10,27.90979,-82.78842,17,US
"Avondale, AZ",1.449656687,-0.340505782,"Avondale, AZ",80684,America/Phoenix,Arizona,AZ,297,33.4356,-112.3496,295,US
"Tustin, CA",4.945367955,-1.160365763,"Tustin, CA",80583,America/Los_Angeles,California,CA,43,33.74585,-117.82617,46,US
"Mountain View, CA",4.879033616,-1.14184688,"Mountain View, CA",80435,America/Los_Angeles,California,CA,32,37.38605,-122.08385,34,US
"Napa, CA",4.939348419,-1.226856659,"Napa, CA",80434,America/Los_Angeles,California,CA,6,38.29714,-122.28553,9,US
"Somerville, MA",-0.036097363,-1.81938027,"Somerville, MA",80318,America/New_York,Massachusetts,MA,28,42.3876,-71.0995,31,US
"Lawrence, MA",-0.182263148,-1.74920705,"Lawrence, MA",80231,America/New_York,Massachusetts,MA,14,42.70704,-71.16311,20,US
"Melbourne, FL",1.12811373,1.439520179,"Melbourne, FL",80127,America/New_York,Florida,FL,6,28.08363,-80.60811,10,US
"Medford, OR",0.930041791,-0.757031638,"Medford, OR",79805,America/Los_Angeles,Oregon,OR,421,42.32652,-122.87559,422,US
"Deerfield Beach, FL",0.930021834,1.896689234,"Deerfield Beach, FL",79768,America/New_York,Florida,FL,4,26.31841,-80.09977,9,US
"Pleasanton, CA",5.093578157,-1.220250857,"Pleasanton, CA",79510,America/Los_Angeles,California,CA,106,37.66243,-121.87468,107,US
"Goodyear, AZ",1.210496114,-0.260273691,"Goodyear, AZ",79003,America/Phoenix,Arizona,AZ,295,33.43532,-112.35821,294,US
"Kennewick, WA",1.093896088,-0.417781082,"Kennewick, WA",78896,America/Los_Angeles,Washington,WA,124,46.21125,-119.13723,126,US
"Alameda, CA",5.078405939,-1.234900165,"Alameda, CA",78630,America/Los_Angeles,California,CA,10,37.76521,-122.24164,12,US
"Bellflower, CA",4.755235128,-1.218457123,"Bellflower, CA",78441,America/Los_Angeles,California,CA,22,33.88168,-118.11701,24,US
"San Pedro, CA",5.006733852,-0.905735673,"San Pedro, CA",78405,America/Los_Angeles,California,CA,34,33.73585,-118.29229,37,US
"Chino Hills, CA",5.32280253,-1.020175293,"Chino Hills, CA",78309,America/Los_Angeles,California,CA,262,33.9938,-117.75888,262,US
"Bloomington, IL",-2.462079916,-2.678433466,"Bloomington, IL",78292,America/Chicago,Illinois,IL,243,40.4842,-88.99369,246,US
"Alafaya, FL",0.785425547,1.329741898,"Alafaya, FL",78113,America/New_York,Florida,FL,24,28.5641,-81.2114,31,US
"Springdale, AR",-1.038168196,2.012491229,"Springdale, AR",77859,America/Chicago,Arkansas,AR,403,36.18674,-94.12881,406,US
"Racine, WI",-1.490599593,-2.686530259,"Racine, WI",77742,America/Chicago,Wisconsin,WI,188,42.72613,-87.78285,192,US
"Hammond, IN",-1.427710357,-1.275499198,"Hammond, IN",77614,America/Chicago,Indiana,IN,183,41.58337,-87.50004,188,US
"Milpitas, CA",5.292688713,-1.381772116,"Milpitas, CA",77604,America/Los_Angeles,California,CA,5,37.42827,-121.90662,5,US
"Gary, IN",-1.196136793,-1.393053556,"Gary, IN",77156,America/Chicago,Indiana,IN,183,41.59337,-87.34643,185,US
"Scranton, PA",-1.685062347,-1.772774108,"Scranton, PA",77118,America/New_York,Pennsylvania,PA,230,41.40916,-75.6649,238,US
"Auburn, WA",0.468372383,0.254730928,"Auburn, WA",77006,America/Los_Angeles,Washington,WA,25,47.30732,-122.22845,25,US
"Fishers, IN",-1.830301902,-1.531606777,"Fishers, IN",76794,America/Indiana/Indianapolis,Indiana,IN,249,39.95559,-86.01387,250,US
"Saint Joseph, MO",-1.866718732,-0.660374249,"Saint Joseph, MO",76780,America/Chicago,Missouri,MO,270,39.76861,-94.84663,279,US
"Folsom, CA",4.533258025,-0.976008679,"Folsom, CA",76375,America/Los_Angeles,California,CA,67,38.67796,-121.17606,66,US
"Baytown, TX",1.294479192,2.860702073,"Baytown, TX",76335,America/Chicago,Texas,TX,8,29.7355,-94.97743,9,US
"San Ramon, CA",5.118032889,-1.220893204,"San Ramon, CA",76134,America/Los_Angeles,California,CA,148,37.77993,-121.97802,146,US
"Camden, NJ",-0.429869835,-0.831453302,"Camden, NJ",76119,America/New_York,New Jersey,NJ,6,39.92595,-75.11962,4,US
"Arlington Heights, IL",-2.093553505,-2.721197772,"Arlington Heights, IL",75926,America/Chicago,Illinois,IL,214,42.08836,-87.98063,219,US
"Evanston, IL",-2.313263773,-3.085913511,"Evanston, IL",75527,America/Chicago,Illinois,IL,187,42.04114,-87.69006,189,US
"Manteca, CA",4.90582072,-1.171371006,"Manteca, CA",75448,America/Los_Angeles,California,CA,11,37.79743,-121.21605,14,US
"Kendall, FL",0.767450889,1.281889534,"Kendall, FL",75371,America/New_York,Florida,FL,4,25.67927,-80.31727,12,US
"Loveland, CO",1.180145467,-1.354134048,"Loveland, CO",75182,America/Denver,Colorado,CO,1519,40.39776,-105.07498,1522,US
"Perris, CA",5.075815641,-1.027608399,"Perris, CA",74971,America/Los_Angeles,California,CA,443,33.78252,-117.22865,445,US
"Albany, GA",-0.849184433,1.447464151,"Albany, GA",74843,America/New_York,Georgia,GA,62,31.57851,-84.15574,66,US
"Schaumburg, IL",-2.354687238,-3.005815031,"Schaumburg, IL",74693,America/Chicago,Illinois,IL,242,42.03336,-88.08341,246,US
"Gastonia, NC",-1.632098763,2.998042826,"Gastonia, NC",74543,America/New_York,North Carolina,NC,245,35.26208,-81.1873,249,US
"Bolingbrook, IL",-2.298418215,-2.645573699,"Bolingbrook, IL",74306,America/Chicago,Illinois,IL,214,41.69864,-88.0684,216,US
"Layton, UT",0.972988272,0.74001582,"Layton, UT",74143,America/Denver,Utah,UT,1326,41.06022,-111.97105,1327,US
"Appleton, WI",-1.165506884,-2.777536544,"Appleton, WI",74139,America/Chicago,Wisconsin,WI,242,44.26193,-88.41538,243,US
"Fort Myers, FL",0.818261622,1.971672328,"Fort Myers, FL",74013,America/New_York,Florida,FL,3,26.62168,-81.84059,9,US
"Boynton Beach, FL",1.010061134,1.769000523,"Boynton Beach, FL",73966,America/New_York,Florida,FL,6,26.52535,-80.06643,11,US
"Jonesboro, AR",-1.172146771,2.591771411,"Jonesboro, AR",73907,America/Chicago,Arkansas,AR,99,35.8423,-90.70428,96,US
